"","address","lon","lat"
"97","197198, г.Санкт-Петербург, Кронверкский проспект, д. 51, литера В",30.3090114,59.9557442
"98","199053, г.Санкт-Петербург, Биржевой переулок, д. 1/10, литера А",30.2941401,59.9452584
"99","199053, г.Санкт-Петербург, 1-я линия В.О., д. 44, литера А",30.286004,59.945105
"100","197022, г.Санкт-Петербург, Каменноостровский проспект, д. 35/75, литера А",30.303785,59.975386
"101","190000, г.Санкт-Петербург, Галерная улица, д. 9, литера А",30.2984632,59.9346812
"102","190000, г.Санкт-Петербург, Галерная улица, д. 9, литера А",30.2984632,59.9346812
"103","191180, г.Санкт-Петербург, набережная реки Фонтанки, д. 92, литера А",30.3266408,59.9245197
"104","191025, г.Санкт-Петербург, Невский проспект, д. 67, литера А",30.353736,59.93166
"105","190031, г.Санкт-Петербург, улица Ефимова, д. 1/4, литера А",30.3188896,59.9264383
"106","190000, г.Санкт-Петербург, Большая Морская улица, д. 55, литера А",30.302408,59.931501
"107","191040, г.Санкт-Петербург, Пушкинская улица, д. 2/79, литера А",30.3577119,59.9290718
"108","197101, г.Санкт-Петербург, Каменноостровский проспект, д. 13/2, литера А",30.317902,59.959756
"109","193015, г.Санкт-Петербург, Суворовский проспект, д. 42, литера Б",30.379864,59.941916
"110","197198, г.Санкт-Петербург, Введенская улица, д. 22, литера А",30.3068394,59.9553895
"111","193024, г.Санкт-Петербург, Невский проспект, д. 146, литера А",30.3713653,59.9288312
"112","192029, г.Санкт-Петербург, проспект Обуховской Обороны, д. 127, литера А",30.4305172,59.8986925
"113","197110, г.Санкт-Петербург, Большая Зеленина улица, д. 13, литера А",30.2924403,59.9613932
"114","197110, г.Санкт-Петербург, Большая Зеленина улица, д. 13, литера А",30.2924403,59.9613932
"115","197110, г.Санкт-Петербург, Большая Зеленина улица, д. 13, литера А",30.2924403,59.9613932
"116","196047, г.Санкт-Петербург, Каменноостровский проспект, д. 11, литера А",30.319813,59.959228
"117","196047, г.Санкт-Петербург, Каменноостровский проспект, д. 11, литера А",30.319813,59.959228
"118","191104, г.Санкт-Петербург, Литейный проспект, д. 53, литера А",30.347621,59.936304
"119","191104, г.Санкт-Петербург, Литейный проспект, д. 53, литера А",30.347621,59.936304
"120","191002, г.Санкт-Петербург, улица Рубинштейна, д. 36, литера А",30.3434196,59.9277468
"121","191040, г.Санкт-Петербург, Лиговский проспект, д. 56, литера Е",30.357466,59.924388
"122","194356, г.Санкт-Петербург, Заповедная улица, д. 30, литера А",30.273564,60.043603
"123","г.Санкт-Петербург, Невский проспект, д. 12, литера А",30.315731,59.93682
"124","198020, г.Санкт-Петербург, Старо-Петергофский проспект, д. 26, литера В",30.2763959,59.9061832
"125","190121, г.Санкт-Петербург, набережная реки Мойки, д. 122, литера В",30.283723,59.928014
"126","192171, г.Санкт-Петербург, проспект Обуховской Обороны, д. 149, литера Э",30.4435732,59.8838011
"127","191119, г.Санкт-Петербург, улица Константина Заслонова, д. 18, литера А",30.347224,59.918645
"128","193315, г.Санкт-Петербург, проспект Большевиков, д. 71, к. 1, литера Ч",30.478753,59.877989
"129","191011, г.Санкт-Петербург, улица Зодчего Росси, д. 1-3, литера А",30.335041,59.930099
"130","191011, г.Санкт-Петербург, улица Зодчего Росси, д. 1-3, литера А",30.335041,59.930099
"131","196084, г.Санкт-Петербург, Московский проспект, д. 79, литера А",30.3177402,59.9018937
"132","196084, г.Санкт-Петербург, Московский проспект, д. 79, литера А",30.3177402,59.9018937
"133","196105, г.Санкт-Петербург, улица Решетникова, д. 12, литера П",30.323795,59.879139
"134","198264, г.Санкт-Петербург, улица Летчика Пилютова, д. 34, к. 2, литера А",30.141117,59.836869
"135","192131, г.Санкт-Петербург, улица Бабушкина, д. 98а, литера А",30.475973,59.861203
"136","196084, г.Санкт-Петербург, Московский проспект, д. 138, литера А",30.3203343,59.8868269
"137","191025, г.Санкт-Петербург, улица Маяковского, д. 15, литера А",30.355463,59.937909
"138","191186, г.Санкт-Петербург, Большая Морская улица, д. 7, литера А",30.317204,59.936797
"139","191123, г.Санкт-Петербург, Кирочная улица, д. 38, литера Б",30.3649067,59.9440992
"140","198215, г.Санкт-Петербург, Ленинский проспект, д. 117, к. 1, литера А",30.2482165,59.8507112
"141","197110, г.Санкт-Петербург, Барочная улица, д. 2, литера А",30.285693,59.96476
"142","197022, г.Санкт-Петербург, Каменноостровский проспект, д. 61, литера А",30.305632,59.972961
"143","190000, г.Санкт-Петербург, набережная реки Мойки, д. 94, литера Б",30.2980533,59.9292671
"144","191011, г.Санкт-Петербург, Садовая улица, д. 12, литера А",30.3359891,59.9353528
"145","195248, г.Санкт-Петербург, Партизанская улица, д. 8, литера Б",30.442582,59.948435
"146","193144, г.Санкт-Петербург, 10-я Советская улица, д. 24, литера Б",30.384109,59.935647
"147","г.Санкт-Петербург, Загородный проспект, д. 64, литера А",30.322487,59.91817
"148","197342, г.Санкт-Петербург, Сердобольская улица, д. 35, литера Б",30.316808,59.989681
"149","195009, г.Санкт-Петербург, улица Комсомола, д. 43, литера А",30.3541591,59.9556009
"150","191186, г.Санкт-Петербург, набережная канала Грибоедова, д. 14, литера А",30.3269958,59.9359348
"151","191186, г.Санкт-Петербург, Невский проспект, д. 20, литера А",30.3219437,59.9360843
"152","195009, г.Санкт-Петербург, улица Комсомола, д. 16, литера А",30.357869,59.95476
"153","191040, г.Санкт-Петербург, Лиговский проспект, д. 56, литера Г",30.357466,59.924388
"154","191025, г.Санкт-Петербург, улица Маяковского, д. 6, литера А",30.353911,59.93311
"155","192241, г.Санкт-Петербург, Пражская улица, д. 35, литера А",30.39921,59.864247
"156","191014, г.Санкт-Петербург, улица Маяковского, д. 23/6, литера А",30.355595,59.939832
"157","191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 28",30.3375562,59.9346057
"158","191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 20",30.3375562,59.9346057
"159","191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 20",30.3375562,59.9346057
"160","196105, г.Санкт-Петербург, Московский проспект, д. 147, литера А",30.3191882,59.8766711
"161","191126, г.Санкт-Петербург, улица Марата, д. 78, литера А",30.3415903,59.9201706
"162","191002, г.Санкт-Петербург, улица Рубинштейна, д. 25, литера А",30.3425821,59.9274096
"163","191104, г.Санкт-Петербург, улица Маяковского, д. 48, литера А",30.3551057,59.9421001
"164","191186, г.Санкт-Петербург, набережная канала Грибоедова, д. 15, литера А",30.3262521,59.9366643
"165","197198, г.Санкт-Петербург, Большой  проспект П.С., д. 38-40, литера А",30.29913,59.958776
"166","197198, г.Санкт-Петербург, Большой  проспект П.С., д. 47, литера А",30.3052494,59.9613908
"167","197198, г.Санкт-Петербург, Большой  проспект П.С., д. 17, литера А",30.2963827,59.9558769
"168","197136, г.Санкт-Петербург, Большой  проспект П.С., д. 70-72, литера А",30.306652,59.96281
"169","197348, г.Санкт-Петербург, Богатырский проспект, д. 9, литера А",30.280369,59.99947
"170","193024, г.Санкт-Петербург, Невский проспект, д. 158, литера А",30.375261,59.927458
"171","190000, г.Санкт-Петербург, Гороховая улица, д. 17/56, литера А",30.329402,59.9238468
"172","191011, г.Санкт-Петербург, Итальянская улица, д. 16/19, литера А",30.342653,59.9354252
"173","190068, г.Санкт-Петербург, набережная канала Грибоедова, д. 106, литера А",30.3039758,59.9240791
"174","193029, г.Санкт-Петербург, проспект Обуховской Обороны, д. 113, литера А",30.438224,59.89342
"175","196084, г.Санкт-Петербург, Московский проспект, д. 136, литера Г",30.3202912,59.8873013
"176","190031, г.Санкт-Петербург, Садовая улица, д. 40, литера Б",30.3203127,59.9276653
"177","192212, г.Санкт-Петербург, Белградская улица, д. 30, литера А",30.3659422,59.857314
"178","191119, г.Санкт-Петербург, Днепропетровская улица, д. 13, литера Б",30.362652,59.918634
"179","193171, г.Санкт-Петербург, переулок Матюшенко, д. 10, литера А",30.441649,59.876188
"180","193171, г.Санкт-Петербург, переулок Матюшенко, д. 10, литера А",30.441649,59.876188
"181","191040, г.Санкт-Петербург, Лиговский проспект, д. 44, литера Б",30.3584758,59.9260345
"182","191040, г.Санкт-Петербург, Лиговский проспект, д. 64-66, литера А",30.356413,59.922907
"183","г.Санкт-Петербург, Садовая улица, д. 29, литера А",30.3225746,59.9289965
"184","192286, г.Санкт-Петербург, Альпийский переулок, д. 30, литера А",30.3874004,59.8543826
"185","191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 1",30.3265151,59.9298431
"186","197198, г.Санкт-Петербург, Большой  проспект П.С., д. 14, литера А",30.292807,59.954535
"187","190068, г.Санкт-Петербург, набережная канала Грибоедова, д. 162, литера А",30.3028263,59.9241748
"188","191002, г.Санкт-Петербург, Загородный проспект, д. 5, литера А",30.3456069,59.9275642
"189","191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 18-19",30.3375562,59.9346057
"190","191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 18-19",30.3375562,59.9346057
"191","191028, г.Санкт-Петербург, Литейный проспект, д. 24, литера А",30.348903,59.942496
"192","191002, г.Санкт-Петербург, Загородный проспект, д. 14, литера А",30.3439224,59.9266143
"193","192238, г.Санкт-Петербург, Бухарестская улица, д. 72, к. 1, литера А",30.379571,59.87268
"194","191023, г.Санкт-Петербург, набережная реки Фонтанки, д. 77, литера А",30.3275221,59.9259091
"195","191186, г.Санкт-Петербург, набережная канала Грибоедова, д. 29, литера А",30.3241536,59.9322195
"196","191028, г.Санкт-Петербург, набережная реки Фонтанки, д. 28, литера А",30.3428212,59.9392152
"197","191014, г.Санкт-Петербург, Литейный проспект, д. 45/8, литера А",30.347828,59.938632
"198","193015, г.Санкт-Петербург, Кирочная улица, д. 47, литера А",30.379304,59.942684
"199","191028, г.Санкт-Петербург, Моховая улица, д. 20, литера А",30.3455941,59.9435602
"200","191123, г.Санкт-Петербург, Виленский переулок, д. 4, литера А",30.3619212,59.9402952
"201","191187, г.Санкт-Петербург, Литейный проспект, д. 11, литера А",30.347514,59.945118
"202","191123, г.Санкт-Петербург, улица Восстания, д. 41, литера А",30.3607189,59.9427503
"203","191186, г.Санкт-Петербург, Невский проспект, д. 18, литера А",30.3185953,59.9364647
"204","197110, г.Санкт-Петербург, Большая Зеленина улица, д. 14/18, литера А",30.2909179,59.9616713
"205","197198, г.Санкт-Петербург, Большой  проспект П.С., д. 9/1, литера А",30.2937163,59.9542831
"206","191002, г.Санкт-Петербург, Загородный проспект, д. 22, литера А",30.3416808,59.9256736
"207","г.Санкт-Петербург, проспект Стачек, д. 28, литера А",30.2713028,59.8895945
"208","196084, г.Санкт-Петербург, Московский проспект, д. 78, литера К",30.3197999,59.9056305
"209","г.Санкт-Петербург, Дачный проспект, д. 9, к. 1, литера А",30.2443568,59.8466129
"210","191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 3",30.3265151,59.9298431
"211","191011, г.Санкт-Петербург, Караванная улица, д. 8, литера А",30.3418212,59.936794
"212","191040, г.Санкт-Петербург, Лиговский проспект, д. 56, литера А",30.357466,59.924388
"213","г.Санкт-Петербург, проспект Стачек, д. 69, литера А",30.25917,59.869366
"214","196158, г.Санкт-Петербург, Пулковская улица, д. 11, литера А",30.348702,59.838294
"215","193029, г.Санкт-Петербург, проспект Обуховской Обороны, д. 68, литера А",30.427234,59.901163
"216","г.Санкт-Петербург, проспект Стачек, д. 16, литера А",30.278765,59.896345
"217","191186, г.Санкт-Петербург, Невский проспект, д. 22-24, литера А",30.3242128,59.9358955
"218","191025, г.Санкт-Петербург, Невский проспект, д. 81, литера А",30.349292,59.9325937
"219","191023, г.Санкт-Петербург, Садовая улица, д. 32/1, литера А",30.323797,59.92906
"220","191014, г.Санкт-Петербург, улица Маяковского, д. 34, литера А",30.354875,59.939882
"221","195220, г.Санкт-Петербург, проспект Науки, д. 36, литера А",30.419924,60.008335
"222","197706, Санкт-Петербург, город Сестрорецк, улица Володарского, д. 7/9, литера А",29.9731266,60.0966826
"223","194356, г.Санкт-Петербург, улица Асафьева, д. 9, к. 1, литера А",30.327412,60.0473078
"224","198005, г.Санкт-Петербург, 7-я Красноармейская улица, д. 16, литера Б",30.3117205,59.9114752
"225","190000, г.Санкт-Петербург, Гороховая улица, д. 51, литера А",30.3109941,59.9358634
"226","192171, г.Санкт-Петербург, Фарфоровская улица, д. 18-20, литера А",30.434729,59.879318
"227","192174, г.Санкт-Петербург, проспект Александровской Фермы, д. 66а, литера А",30.451306,59.85951
"228","190031, г.Санкт-Петербург, Гороховая улица, д. 55, литера А",30.3191988,59.9303535
"229","196084, г.Санкт-Петербург, Московский проспект, д. 93, литера Б",30.318731,59.89516
"230","191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",30.328878,59.934162
"231","191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",30.328878,59.934162
"232","198103, г.Санкт-Петербург, 8-я Красноармейская улица, д. 15-17, литера Б",30.3007868,59.9145558
"233","195027, г.Санкт-Петербург, Миронова улица, д. 7, литера А",30.412072,59.952777
"234","191186, г.Санкт-Петербург, Малая Конюшенная улица, д. 16/26, литера А",30.32524,59.9360137
"235","191011, г.Санкт-Петербург, набережная канала Грибоедова, д. 28/1, литера А",30.3258119,59.9326038
"236","191011, г.Санкт-Петербург, Невский проспект, д. 32-34, литера А",30.328303,59.935387
"237","198020, г.Санкт-Петербург, Нарвский проспект, д. 15, литера А",30.273488,59.903961
"238","194354, г.Санкт-Петербург, Большая Озерная улица, д. 84, литера Б",30.301718,60.042595
"239","198005, г.Санкт-Петербург, Московский проспект, д. 49, литера А",30.3178841,59.911516
"240","199178, г.Санкт-Петербург, 11-я линия В.О., д. 34/47, литера А",30.2728815,59.9418948
"241","191104, г.Санкт-Петербург, улица Маяковского, д. 50, литера А",30.3550751,59.9428207
"242","196135, г.Санкт-Петербург, Московский проспект, д. 200, литера А",30.321546,59.860363
"243","190000, г.Санкт-Петербург, Галерная улица, д. 9, литера А",30.2984632,59.9346812
"244","190000, г.Санкт-Петербург, Галерная улица, д. 9, литера А",30.2984632,59.9346812
"245","190000, г.Санкт-Петербург, Галерная улица, д. 9, литера А",30.2984632,59.9346812
"246","191180, г.Санкт-Петербург, набережная реки Фонтанки, д. 92, литера А",30.3266408,59.9245197
"247","199048, г.Санкт-Петербург, набережная реки Смоленки, д. 27, литера А",30.257085,59.948093
"248","193130, г.Санкт-Петербург, 7-я Советская улица, д. 22, литера В",30.3733124,59.9358947
"249","196620, Санкт-Петербург, город Павловск, Садовая улица, д. 9, литера А",30.439516,59.688262
"250","190000, г.Санкт-Петербург, Большая Морская улица, д. 25, литера А",30.312857,59.934176
"251","Санкт-Петербург, город Красное Село, улица Освобождения, д. 31, к. 1, литера А",30.0775946,59.7445253
"252","191025, г.Санкт-Петербург, Невский проспект, д. 67, литера А",30.353736,59.93166
"253","198013, г.Санкт-Петербург, Можайская улица, д. 1, литера А",30.32462,59.918286
"254","191025, г.Санкт-Петербург, улица Рубинштейна, д. 2/45, литера А",30.346168,59.932462
"255","191014, г.Санкт-Петербург, Литейный проспект, д. 37-39, литера А",30.346992,59.940354
"256","190000, г.Санкт-Петербург, Большая Морская улица, д. 55, литера А",30.302408,59.931501
"257","197110, г.Санкт-Петербург, Большая Зеленина улица, д. 2/42, литера А",30.2954172,59.9593824
"258","191011, г.Санкт-Петербург, набережная реки Фонтанки, д. 29/66, литера А",30.3372723,59.928497
"259","191011, г.Санкт-Петербург, набережная реки Фонтанки, д. 29/66, литера А",30.3372723,59.928497
"260","192281, г.Санкт-Петербург, Купчинская улица, д. 15, к. 1, литера А",30.383907,59.838658
"261","190000, г.Санкт-Петербург, переулок Пирогова, д. 6, литера А",30.30494,59.929382
"262","198096, г.Санкт-Петербург, улица Червонного Казачества, д. 32, литера Б",30.274188,59.865488
"263","196066, г.Санкт-Петербург, Московский проспект, д. 216, литера А",30.322209,59.848739
"264","191104, г.Санкт-Петербург, Литейный проспект, д. 53, литера А",30.347621,59.936304
"265","191104, г.Санкт-Петербург, Литейный проспект, д. 53, литера А",30.347621,59.936304
"266","191040, г.Санкт-Петербург, Лиговский проспект, д. 56, литера Е",30.357466,59.924388
"267","191040, г.Санкт-Петербург, Лиговский проспект, д. 56, литера Е",30.357466,59.924388
"268","197046, г.Санкт-Петербург, улица Куйбышева, д. 23, литера А",30.331558,59.956587
"269","198013, г.Санкт-Петербург, Верейская улица, д. 1/62, литера В",30.323747,59.9178918
"270","191180, г.Санкт-Петербург, Гороховая улица, д. 65, литера А",30.329232,59.92305
"271","191025, г.Санкт-Петербург, набережная реки Фонтанки, д. 40/68, литера А",30.344415,59.933654
"272","197110, г.Санкт-Петербург, Большая Зеленина улица, д. 11/1, литера А",30.2925343,59.9613257
"273","199048, г.Санкт-Петербург, 13-я линия В.О., д. 58-60, литера Д",30.2667934,59.9442105
"274","196084, г.Санкт-Петербург, Московский проспект, д. 81, литера А",30.318281,59.898035
"275","197198, г.Санкт-Петербург, Съезжинская улица, д. 13, литера Б",30.2981078,59.9539767
"276","190000, г.Санкт-Петербург, улица Глинки, д. 3-5-7, литера А",30.295368,59.92722
"277","191104, г.Санкт-Петербург, улица Чехова, д. 12-16, литера В",30.352464,59.938034
"278","195253, г.Санкт-Петербург, улица Маршала Тухачевского, д. 41, литера А",30.4308368,59.9602639
"279","197198, г.Санкт-Петербург, Съезжинская улица, д. 4, литера В",30.295102,59.9543202
"280","190068, г.Санкт-Петербург, набережная реки Фонтанки, д. 127, литера А",30.3070137,59.9197348
"281","197183, г.Санкт-Петербург, улица Савушкина, д. 8, литера А",30.298466,59.986096
"282","196105, г.Санкт-Петербург, Московский проспект, д. 188а, литера АБ",NA,NA
"283","190000, г.Санкт-Петербург, Малая Морская улица, д. 15, литера А",30.3112448,59.9351786
"284","191180, г.Санкт-Петербург, набережная реки Фонтанки, д. 76, литера В",30.335064,59.9266053
"285","196084, г.Санкт-Петербург, Московский проспект, д. 138, литера А",30.3203343,59.8868269
"286","197101, г.Санкт-Петербург, улица Мира, д. 10, литера А",30.316093,59.959954
"287","197110, г.Санкт-Петербург, Большая Зеленина улица, д. 43, литера В",30.2824095,59.9669451
"288","197198, г.Санкт-Петербург, Большой  проспект П.С., д. 31, литера А",30.3009823,59.958768
"289","191011, г.Санкт-Петербург, Садовая улица, д. 12, литера А",30.3359891,59.9353528
"290","191011, г.Санкт-Петербург, Садовая улица, д. 12, литера А",30.3359891,59.9353528
"291","192007, г.Санкт-Петербург, Лиговский проспект, д. 162, литера А",30.349005,59.9120245
"292","192007, г.Санкт-Петербург, Лиговский проспект, д. 172, литера А",30.3486153,59.9113128
"293","192007, г.Санкт-Петербург, Лиговский проспект, д. 215, литера А",30.3469652,59.9104633
